"plot","all_genres","raw_genre","genre","clean_text"
"In early-1930s Germany, a passionate stage actor finds himself before a dilemma: renounce his apolitical stance and comply with the Reich's doctrine, or face oblivion. But, Faustian bargains never end well. What is the price of success?","Drama","Drama","Drama_Romance","earlys germany passionate stage actor find dilemma renounce apolitical stance comply reich doctrine face oblivion faustian bargain never end well price success"
"In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.","Comedy, Drama","Comedy","Comedy_Family","berlin alcoholic man recently released prison join elderly friend prostitute determined dream leave germany seek better life wisconsin"
"The story about two brothers who visit their dysfunctional family for their grandfather's birthday party.","Comedy, Drama, Family","Comedy","Comedy_Family","story two brother visit dysfunctional family grandfather birthday party"
"Myra and Roy meet and fall in love on Waterloo Bridge during an air raid. Their love will be one of the war's unspoken casualties.","Drama, Romance, War","Drama","Drama_Romance","myra roy meet fall love waterloo bridge air raid love one war unspoken casualty"
"A young, naive boy sets out alone on the road to find his wayward mother. Soon he finds an unlikely protector in a crotchety man and the two have a series of unexpected adventures along the way.","Drama, Comedy","Drama","Drama_Romance","young naive boy set alone road find wayward mother soon find unlikely protector crotchety man two series unexpected adventure along way"
"During the final months of Argentinian Military Dictatorship in 1983, a high school teacher sets out to find out who the mother of her adopted daughter is.","Drama, History","Drama","Drama_Romance","final month argentinian military dictatorship high school teacher set find mother adopted daughter"
"At the turn of the century, a young Russian cadet falls in love with an American beauty, endangering his career and even their lives.","Comedy, Drama, History","Comedy","Comedy_Family","turn century young russian cadet fall love american beauty endangering career even life"
"A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.","Action, Crime, Drama","Action","Action_Adventure","story revolves around drug abuse affluent north indian state punjab youth succumbed enmasse resulting socioeconomic decline"
"A burglar betraying other criminals, prepares for a big heist with a trusted friend that might be as untrustworthy as he.","Crime, Thriller","Crime","Crime_Thriller_Horror","burglar betraying criminal prepares big heist trusted friend might untrustworthy"
"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.","Comedy, Drama","Comedy","Comedy_Family","estranged daughter hardworking livein housekeeper suddenly appears unspoken class barrier exist within home thrown disarray"
"A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.","Action, Drama, Thriller","Action","Action_Adventure","kashmiri woman agrees marry pakistani army officer order spy pakistan indopakistan war"
"10 years after leaving college, two best friends and their rival go on a search for their third friend, while finding out some truths along the way.","Comedy, Drama","Comedy","Comedy_Family","year leaving college two best friend rival go search third friend finding truth along way"
"A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.","Drama","Drama","Drama_Romance","turkish man travel istanbul find daughter father former girlfriend"
"A warrior gets reincarnated 400 years later, after trying to save the princess and the kingdom, who also dies along with him. He then sets back again to fight against all odds and win back his love.","Action, Drama, Fantasy","Action","Action_Adventure","warrior get reincarnated year later trying save princess kingdom also dy along set back fight odds win back love"
"A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.","Drama","Drama","Drama_Romance","young girl living french countryside suffers constant indignity hand alcoholism fellow man"
"After having responded to her son's numerous letters in the guise of his father, a woman hires a stranger to pose as his dad when meeting him.","Drama, Romance","Drama","Drama_Romance","responded son numerous letter guise father woman hire stranger pose dad meeting"
"In Sweden at the turn of the century, members of the upper class and their servants find themselves in a romantic tangle that they try to work out amidst jealousy and heartbreak.","Comedy, Romance","Comedy","Comedy_Family","sweden turn century member upper class servant find romantic tangle try work amidst jealousy heartbreak"
"A successful but unhappy Japanese accountant finds the missing passion in his life when he begins to secretly take ballroom dance lessons.","Comedy, Drama, Music","Comedy","Comedy_Family","successful unhappy japanese accountant find missing passion life begin secretly take ballroom dance lesson"
"A young man named Kaspar Hauser suddenly appears in Nuremberg in 1828, barely able to talk or walk, and bearing a strange note.","Biography, Drama, History","Biography","Drama_Romance","young man named kaspar hauser suddenly appears nuremberg barely able talk walk bearing strange note"
"In 1937, Japan occupied Nanjing, the Chinese capital. There was a battle and subsequent atrocities against the inhabitants, especially those who took refuge in the International Security Zone.","Drama, History, War","Drama","Drama_Romance","japan occupied nanjing chinese capital battle subsequent atrocity inhabitant especially took refuge international security zone"
"Witek runs after a train. Three variations follow on how such a seemingly banal incident could influence the rest of Witek's life.","Drama, Romance","Drama","Drama_Romance","witek run train three variation follow seemingly banal incident could influence rest witeks life"
"A young, insecure teacher embarks on a journey through Europe to Turkey, where he wants to see a woman again whom he believes to be his fate.","Adventure, Comedy, Romance","Adventure","Action_Adventure","young insecure teacher embarks journey europe turkey want see woman belief fate"
"A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands - but she does not say which one.","Comedy, Drama, Romance","Comedy","Comedy_Family","letter addressed three wife best friend addie ross announcing running away one husband say one"
"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.","Biography, Drama, History","Biography","Drama_Romance","small turkish town two young tuberculous poet try survive publishing poem fall love life would never"
"A villager, Gurukant Desai, arrives in Bombay 1958, and rises from its streets to become the GURU, the biggest tycoon in Indian history.","Drama","Drama","Drama_Romance","villager gurukant desai arrives bombay rise street become guru biggest tycoon indian history"
"Two 12-year-old Chilean children from different social classes become friends in 1973. They both discover each other's world as political tensions in their country increase.","Biography, Drama, History","Biography","Drama_Romance","two yearold chilean child different social class become friend discover others world political tension country increase"
"Life of a singer, her daughter and her friends change when they meet with a divorced man.","Comedy","Comedy","Comedy_Family","life singer daughter friend change meet divorced man"
"A poor but big-hearted man takes orphans into his home. After discovering his scientist father's invisibility device, he rises to the occasion and fights to save his children and all of India from the clutches of a megalomaniac.","Action, Comedy, Drama","Action","Action_Adventure","poor bighearted man take orphan home discovering scientist father invisibility device rise occasion fight save child india clutch megalomaniac"
"When the kinetic Rory moves into his room in the Carrigmore Residential Home for the Disabled, his effect on the home is immediate. Most telling is his friendship with Michael, a young man with cerebral palsy and nearly unintelligible speech. Somehow, Rory understands Michael, and encourages him to experience life outside the confines of home.","Comedy, Drama","Comedy","Comedy_Family","kinetic rory move room carrigmore residential home disabled effect home immediate telling friendship michael young man cerebral palsy nearly unintelligible speech somehow rory understands michael encourages experience life outside confines home"
"Arriving in Moscow, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.","Action, Crime, Drama","Action","Action_Adventure","arriving moscow danila discovers konstantin dead set avenge death journey lead chicago whole new experience"
"Centers in the theme of reincarnation, unfolding in Kolkata and Hyderabad.","Drama, Romance","Drama","Drama_Romance","center theme reincarnation unfolding kolkata hyderabad"
"Jacob Katadreuffe lives mute with his mother, has no contact with his father who only works against him and wants to become a lawyer, at all costs.","Crime, Drama, Mystery","Crime","Crime_Thriller_Horror","jacob katadreuffe life mute mother contact father work want become lawyer cost"
"Don, a wanted criminal, dies in a police chase. DSP D'Silva is the only one who knows about his death, and to get hold of the gang he trains Don-lookalike Vijay. But Vijay faces danger from the police and from within the gang.","Action, Crime, Thriller","Action","Action_Adventure","wanted criminal dy police chase dsp dsilva one know death get hold gang train donlookalike vijay vijay face danger police within gang"
"During the early part of his reign, Ivan the Terrible faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people.","Biography, Drama, History","Biography","Drama_Romance","early part reign ivan terrible face betrayal aristocracy even closest friend seek unite russian people"
"Four friends reunite to relive their moments of glory as a rock band.","Drama, Music","Drama","Drama_Romance","four friend reunite relive moment glory rock band"
"An innocent young lecturer is misunderstood as a pervert and despised by a woman who co-incidentally turns out to be the younger sister of his brother-in-law. Eventually differences subside and love blooms between them.","Comedy, Drama, Romance","Comedy","Comedy_Family","innocent young lecturer misunderstood pervert despised woman coincidentally turn younger sister brotherinlaw eventually difference subside love bloom"
"A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires and leaves him with a pint-sized new roommate.","Comedy, Drama, Music","Comedy","Comedy_Family","confirmed bachelor surprise life getrichquick scheme backfire leaf pintsized new roommate"
"Michael helms his ancestral family in Kochi, inspiring fear and respect through his past. When a few younger members of the household find his power over their lives too aggravating, they join hands with foes to clamp down on him.","Action, Crime, Drama","Action","Action_Adventure","michael helm ancestral family kochi inspiring fear respect past younger member household find power life aggravating join hand foe clamp"
"Vinayak, a suspended cop, helps a group of four men rob cricket betting money amounting to 500 crores INR. When it comes to splitting the amount, betrayal hits the team hard and a chase ensues.","Action, Crime, Thriller","Action","Action_Adventure","vinayak suspended cop help group four men rob cricket betting money amounting crore inr come splitting amount betrayal hit team hard chase ensues"
"In a small Anatolian town, life goes on; Cemal is an assistant referee in football matches, Yasemin works in an egg factory, Defne is a street vendor who sells books, Doctor Irfan is ...                See full summary »","Drama, Fantasy, Romance","Drama","Drama_Romance","small anatolian town life go cemal assistant referee football match yasemin work egg factory defne street vendor sell book doctor irfan see full summary"
"Mahsun is homeless and unemployed. He lives in Rumelihisari (one of the most picturesque and oldest quarters of Istanbul), and tries to stay alive with the help of local fishermen. Mahsun ...                See full summary »","Drama","Drama","Drama_Romance","mahsun homeless unemployed life rumelihisari one picturesque oldest quarter istanbul try stay alive help local fisherman mahsun see full summary"
"Life changes dramatically for a Czech housemaid when the chauffeur gives her three magical hazelnuts.","Drama, Fantasy, Family","Drama","Drama_Romance","life change dramatically czech housemaid chauffeur give three magical hazelnut"
"Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.","Action, Comedy, Crime","Action","Action_Adventure","lovinder singh thief custody facing trial reflects life crime press reflect managed get away much arrested"
"A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.","Animation, Adventure, Family","Animation","SciFi_Fantasy","mermaid princess make faustian bargain attempt become human win prince love"
"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","Adventure, Family, Fantasy","Adventure","Action_Adventure","orphaned boy enrolls school wizardry learns truth family terrible evil haunt magical world"
"A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.","Comedy, Drama","Comedy","Comedy_Family","faded television actor stunt double strive achieve fame success final year hollywood golden age los angeles"
"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.","Drama","Drama","Drama_Romance","growing postworld war ii era arizona young sammy fabelman aspires become filmmaker reach adolescence soon discovers shattering family secret explores power film help see truth"
"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Crime, Drama, Horror","Crime","Crime_Thriller_Horror","wealthy new york city investment banking executive patrick bateman hide alternate psychopathic ego coworkers friend delf deeper violent hedonistic fantasy"
"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.","Action, Adventure, Comedy","Action","Action_Adventure","guardian struggle keep together team dealing personal family issue notably starlords encounter father ambitious celestial ego"
"The adventures of high school and junior high students on the last day of school in May 1976.","Comedy","Comedy","Comedy_Family","adventure high school junior high student last day school may"
"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.","Action, Adventure, Sci-Fi","Action","Action_Adventure","colorful future cab driver unwittingly becomes central figure search legendary cosmic weapon keep evil mr zorg bay"
"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch.","Crime, Drama, Thriller","Crime","Crime_Thriller_Horror","toby divorced father who trying make better life brother excon short temper loose trigger finger together plan series heist bank thats foreclose family ranch"
"Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.","Comedy","Comedy","Comedy_Family","two codependent high school senior forced deal separation anxiety plan stage boozesoaked party go awry"
"Three company workers who hate their jobs decide to rebel against their greedy boss.","Comedy","Comedy","Comedy_Family","three company worker hate job decide rebel greedy bos"
"King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.","Action, Drama","Action","Action_Adventure","king leonidas sparta force men fight persian thermopylae bc"
"An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.","Action, Crime, Drama","Action","Action_Adventure","idealistic fbi agent enlisted government task force aid escalating war drug border area u mexico"
"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","Animation, Adventure, Comedy","Animation","SciFi_Fantasy","ancient polynesia terrible curse incurred demigod maui reach moanas island answer ocean call seek demigod set thing right"
"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","Crime, Drama, Mystery","Crime","Crime_Thriller_Horror","police detective bank robber highpower broker enter highstakes negotiation criminal brilliant heist spiral hostage situation"
"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","Action, Comedy, Crime","Action","Action_Adventure","dave lizewski unnoticed high school student comic book fan one day decides become superhero even though power training meaningful reason"
"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.","Comedy, Crime","Comedy","Comedy_Family","two new yorkers accused murder rural alabama way back college call help one cousin loudmouth lawyer trial experience"
"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.","Action, Drama, War","Action","Action_Adventure","grizzled tank commander make tough decision crew fight way across germany april"
"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.","Action, Adventure, Comedy","Action","Action_Adventure","foulmouthed mutant mercenary wade wilson aka deadpool assembles team fellow mutant rogue protect young boy supernatural ability brutal timetraveling cyborg cable"
"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.","Crime, Drama","Crime","Crime_Thriller_Horror","follows michael corleone seek free family crime find suitable successor empire"
"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.","Comedy, Drama, Romance","Comedy","Comedy_Family","follows life eight different couple dealing love life various loosely interrelated tale set frantic month christmas london england"
"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","Action, Adventure, Family","Action","Action_Adventure","harry potter begin sixth year hogwarts discovers old book marked property halfblood prince begin learn lord voldemorts dark past"
"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Action, Crime, Drama","Action","Action_Adventure","coerced working crime bos young getaway driver find taking part heist doomed fail"
"Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.","Biography, Drama, Sport","Biography","Drama_Romance","oakland general manager billy beanes successful attempt assemble baseball team lean budget employing computergenerated analysis acquire new player"
"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","Action, Drama, Mystery","Action","Action_Adventure","former superheroes exist murder colleague sends active vigilante rorschach sprawling investigation uncovering something could completely change course history know"
"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.","Action, Crime, Sci-Fi","Action","Action_Adventure","dystopic crimeridden detroit terminally wounded cop return force powerful cyborg haunted submerged memory"
"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.","Action, Adventure, Fantasy","Action","Action_Adventure","three year clone war obiwan pursues new threat anakin lured chancellor palpatine sinister plot rule galaxy"
"A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.","Drama, Western","Drama","Drama_Romance","stubborn teenager enlists help tough u marshal track father murderer"
"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","Action, Drama, Sport","Action","Action_Adventure","former world heavyweight champion rocky balboa serf trainer mentor adonis johnson son late friend former rival apollo creed"
"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","Crime, Drama, Thriller","Crime","Crime_Thriller_Horror","conservative judge appointed president spearhead america escalating war drug discover teenage daughter crack addict two dea agent protect informant jailed drug baron wife attempt carry family business"
"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Drama, Sci-Fi, Thriller","Drama","Drama_Romance","evan treborn suffers blackout significant event life grows find way remember lost memory supernatural way alter life reading journal"
"A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.","Drama, Music, Romance","Drama","Drama_Romance","musician help young singer find fame age alcoholism send career downward spiral"
"Zak runs away from his care home to make his dream of becoming a wrestler come true.","Adventure, Comedy, Drama","Adventure","Action_Adventure","zak run away care home make dream becoming wrestler come true"
"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.","Horror, Mystery, Thriller","Horror","Crime_Thriller_Horror","two stranger awaken room recollection got soon discover theyre pawn deadly game perpetrated notorious serial killer"
"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","Biography, Drama, Sport","Biography","Drama_Romance","story michael oher homeless traumatized boy became allamerican football player firstround nfl draft pick help caring woman family"
"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.","Action, Horror, Thriller","Action","Action_Adventure","zombie virus break south korea passenger struggle survive train seoul busan"
"A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.","Crime, Drama, Thriller","Crime","Crime_Thriller_Horror","teenager dy childbirth leaf clue journal could tie child rape involving violent russian mob family"
"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.","Drama, Mystery, Thriller","Drama","Drama_Romance","teenage daughter go missing desperate father try find clue laptop"
"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","Action, Crime, Mystery","Action","Action_Adventure","future special police unit able arrest murderer commit crime officer unit accused future murder"
"The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.","Comedy, Drama","Comedy","Comedy_Family","eccentric member dysfunctional family reluctantly gather roof various reason"
"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","Animation, Action, Adventure","Animation","SciFi_Fantasy","everyones surprise including po overweight clumsy panda chosen protector valley peace suitability soon tested valley archenemy way"
"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.","Drama","Drama","Drama_Romance","frank single man raising child prodigy niece mary drawn custody battle mother"
"The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","Animation, Action, Adventure","Animation","SciFi_Fantasy","incredibles family take new mission involves change family role bob parr mr incredible must manage house wife helen elastigirl go save world"
"A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.","Drama, Horror, Sci-Fi","Drama","Drama_Romance","brilliant eccentric scientist begin transform giant manfly hybrid one experiment go horribly wrong"
"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.","Animation, Drama, Family","Animation","SciFi_Fantasy","father wish magically brings wooden boy life italy giving chance care child"
"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Animation, Adventure, Comedy","Animation","SciFi_Fantasy","save father death army young maiden secretly go place becomes one china greatest heroine process"
"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.","Action, Comedy, Horror","Action","Action_Adventure","shy student trying reach family ohio guntoting bruiser search last twinkie pair sister striving get amusement park join force trek across zombiefilled america"
"A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.","Drama, Horror, Mystery","Drama","Drama_Romance","wealthy san francisco socialite pursues potential boyfriend small northern california town slowly take turn bizarre bird kind suddenly begin attack people"
"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","Drama, History, War","Drama","Drama_Romance","adaptation james jones autobiographical novel focusing conflict guadalcanal second world war"
"A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.","Drama, Musical, Romance","Drama","Drama_Romance","poor bohemian poet paris fall beautiful courtesan nightclub star coveted jealous duke"
"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","Drama, Horror, Mystery","Drama","Drama_Romance","brilliant plastic surgeon haunted past tragedy creates type synthetic skin withstands kind damage guinea pig mysterious volatile woman hold key obsession"
"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.","Drama, Romance","Drama","Drama_Romance","postwwii germany nearly decade affair older woman came mysterious end law student michael berg reencounters former lover defends warcrime trial"
"An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.","Action, Crime, Drama","Action","Action_Adventure","ordinary man frustrated various flaw see society begin psychotically violently lash"
"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.","Adventure, Family, Fantasy","Adventure","Action_Adventure","countryside town bordering magical land young man make promise beloved hell retrieve fallen star venturing magical realm"
"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.","Comedy, Drama, Romance","Comedy","Comedy_Family","teenager rushmore academy fall much older teacher befriends middleaged industrialist later find love interest friend affair prompt begin vendetta"
"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.","Action, Adventure, Sci-Fi","Action","Action_Adventure","postapocalyptic australian wasteland cynical drifter agrees help small gasolinerich community escape horde bandit"
"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.","Animation, Adventure, Comedy","Animation","SciFi_Fantasy","quirky dysfunctional family road trip upended find middle robot apocalypse suddenly become humanity unlikeliest last hope"
"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.","Fantasy, Mystery, Sci-Fi","Fantasy","SciFi_Fantasy","man struggle memory past include wife cannot remember nightmarish world one else ever seems wake"
"A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.","Horror, Mystery, Thriller","Horror","Crime_Thriller_Horror","woman life darkened old family house two photosensitive child becomes convinced home haunted"
"Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.","Action, Adventure, Mystery","Action","Action_Adventure","detective sherlock holmes stalwart partner watson engage battle wit brawn nemesis whose plot threat england"
"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.","Comedy, Drama, Romance","Comedy","Comedy_Family","young new york socialite becomes interested young man moved apartment building past threatens get way"
"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","Comedy, Horror","Comedy","Comedy_Family","viago deacon vladislav vampire struggling mundane aspect modern life like paying rent keeping chore wheel trying get nightclub overcoming flatmate conflict"
"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Animation, Adventure, Comedy","Animation","SciFi_Fantasy","criminal mastermind us trio orphan girl pawn grand scheme find love profoundly changing better"
"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","Crime, Drama, Mystery","Crime","Crime_Thriller_Horror","two boston area detective investigate little girl kidnapping ultimately turn crisis professionally personally"
"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.","Drama, Sci-Fi","Drama","Drama_Romance","roy neary indiana electric lineman find quiet ordinary daily life turned upside close encounter ufo spurring obsessed crosscountry quest answer momentous event approach"
"An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.","Crime, Drama","Crime","Crime_Thriller_Horror","arm dealer confronts morality work chased interpol agent"
"The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.","Action, Adventure, Drama","Action","Action_Adventure","fragile peace ape human threatened mistrust betrayal threaten plunge tribe war dominance earth"
"A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.","Action, Crime, Thriller","Action","Action_Adventure","swat team becomes trapped tenement run ruthless mobster army killer thug"
"Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.","Action, Crime, Thriller","Action","Action_Adventure","two newly paired cop complete opposite must put aside difference order catch gang drug smuggler"
"An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.","Comedy, Crime, Drama","Comedy","Comedy_Family","ordinary word processor worst night life agrees visit girl soho met evening coffee shop"
"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","Drama, History, Thriller","Drama","Drama_Romance","cold war american lawyer recruited defend arrested soviet spy court help cia facilitate exchange spy soviet captured american u spy plane pilot francis gary power"
"A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.","Action, Drama, Sci-Fi","Action","Action_Adventure","substance designed help brain repair give advanced intelligence chimpanzee lead ape uprising"
"When two young members of feuding families meet, forbidden love ensues.","Drama, Romance","Drama","Drama_Romance","two young member feuding family meet forbidden love ensues"
"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.","Action, Biography, Drama","Action","Action_Adventure","based true story granite mountain hotshot group elite firefighter risk everything protect town historic wildfire"
"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.","Drama","Drama","Drama_Romance","set one summer film follows precocious sixyearold moonee court mischief adventure ragtag playmate bond rebellious caring mother living shadow walt disney world"
"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.","Action, Adventure, Crime","Action","Action_Adventure","shot documentarystyle film follows daily grind two young police officer la partner friend happens meet criminal force greater"
"A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.","Action, Crime, Drama","Action","Action_Adventure","shaolin martial artist travel island fortress spy opium lord also former monk temple guise attending fighting tournament"
"Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.","Animation, Adventure, Comedy","Animation","SciFi_Fantasy","bagheera panther baloo bear difficult time trying convince boy leave jungle human civilization"
"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.","Animation, Adventure, Family","Animation","SciFi_Fantasy","exiled dangerous forest wicked stepmother princess rescued seven dwarf miner make part household"
"A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.","Adventure, Comedy, War","Adventure","Action_Adventure","group u soldier sneak across enemy line get hand secret stash nazi treasure"
